Dataset,Horizon,Model,Type,n_folds,MSE,RMSE,MAE,MAPE,Directional_Accuracy,Strategy_Return_Pct,inference_time,Sharpe_Ratio,Max_Drawdown,Calmar_Ratio
US_CPI_Monthly,1,chronos,foundation,36,0.7535673584617494,0.6631034342447921,0.6631034342447921,0.212752752256978,75.0,0.10894423456776942,0.03883699576059977,1.4190755091081508,0.7387700700644287,1.7745903624975572
US_CPI_Monthly,1,timesfm,foundation,36,90.69979887236073,9.241793802897133,9.241793802897133,2.9568290763940457,5.555555555555555,-0.24826345990412868,0.055653923087649874,-6.152641321596592,8.055938594729765,-0.36493936246258185
US_CPI_Monthly,1,gemma4_local,llm_local,36,0.2983625833333353,0.45563888888889104,0.45563888888889104,0.14610092706593136,94.44444444444444,0.24826345990412868,0.46920185618930393,6.152641321596592,0.05003518098661417,60.33775802311848
US_CPI_Monthly,1,qwen3_local,llm_local,36,0.46841813888889927,0.5762500000000048,0.5762500000000048,0.18514666359325066,83.33333333333333,0.20109256841813694,1.0122292108005948,3.4260984323303005,0.34884992058441094,6.987292966882737
US_CPI_Monthly,3,naive,naive,33,3.094563696969703,1.6556653440915845,1.5224444444444438,0.4861207508425756,0.0,0.0,0.0002125465508663293,0.0,0.0,0.0
US_CPI_Monthly,3,arima,classical,33,1.2346107484188522,0.9631321866488831,0.8732901065858011,0.2799626666671679,93.93939393939394,0.24913134270254766,0.03390013087879528,5.935667545071203,0.05003518098661417,60.54981794172911
US_CPI_Monthly,3,ses,classical,33,3.094788304163504,1.6557335441598657,1.5225175240082913,0.4861441167474833,12.121212121212121,-0.2273246607054043,0.0010240872701009114,-4.412178424173664,6.725477760928947,-0.40084246144230684
US_CPI_Monthly,3,holt,classical,33,1.3673920609457795,1.044871356373994,0.9698895021940712,0.3100245838078659,78.78787878787878,0.17155458104170615,0.001395435044259736,2.538764600537268,1.0698478421893796,1.9394740895443219
US_CPI_Monthly,3,timegpt,foundation,33,1.6334701780343568,1.0595815820321843,0.9531593939393965,0.30676881194339917,90.9090909090909,0.21570560179909481,2.6199212941256436,3.8761271889747557,0.05003518098662446,52.306869089045904
US_CPI_Monthly,3,moirai,foundation,33,6.618989033442732,2.039673098742536,1.7642984187578927,0.5651713882362007,69.6969696969697,0.12205572720493785,0.06813808643456662,1.6005725342673938,0.5221470615684465,2.816117715313011
US_CPI_Monthly,3,chronos,foundation,33,2.3950183742185893,1.2630425657676059,1.1293865831163212,0.36330272206930797,69.6969696969697,0.09476221462902897,0.06635480216055205,1.1916460293898605,0.9252287091577241,1.2306447989554978
US_CPI_Monthly,3,timesfm,foundation,33,100.97280983100207,9.743331982357367,9.732038843020042,3.115906572252288,6.0606060606060606,-0.24913134270254766,0.05466637466893052,-5.935667545071203,7.3942918358072225,-0.3989767026290422
US_CPI_Monthly,3,gemma4_local,llm_local,33,0.9698388585858632,0.8719324873244775,0.7880101010101019,0.2524256206118705,90.9090909090909,0.24071197944447467,1.05184945193204,5.232791791000345,0.14178961486875924,20.633248384948566
US_CPI_Monthly,3,qwen3_local,llm_local,33,1.5098843131313155,1.0849854835289254,0.9851818181818213,0.3157524808116131,87.87878787878788,0.21965665437314424,1.8893401406028054,4.0448572186431315,0.34884992058441094,7.641829951049823
